frame_idx,t_frame_io,t_depth_copy,t_depth_inference,t_speed_preprocess,t_speed_raft_inference,t_speed_flow_grid,t_speed_3d_projection,t_speed_filter,t_speed_total,t_kalman_filter,t_vis_io,t_total_frame
32,0.0036804676055908203,0.0002090930938720703,0.22467994689941406,0.0020928382873535156,0.01474761962890625,0.0011417865753173828,4.2438507080078125e-05,0.00013685226440429688,0.018163442611694336,4.935264587402344e-05,0.0009565353393554688,0.02329087257385254
33,0.004250526428222656,0.00023174285888671875,0.22467994689941406,0.0019211769104003906,0.014368295669555664,0.0011744499206542969,3.886222839355469e-05,0.00014281272888183594,0.01764678955078125,4.935264587402344e-05,0.0009648799896240234,0.02339959144592285
34,0.0042302608489990234,0.0002238750457763672,0.22467994689941406,0.0021123886108398438,0.014440774917602539,0.0011832714080810547,5.3882598876953125e-05,0.00015616416931152344,0.017947912216186523,4.5299530029296875e-05,0.0009870529174804688,0.023679494857788086
35,0.004462003707885742,0.0002682209014892578,0.22467994689941406,0.0019130706787109375,0.014316558837890625,0.0011816024780273438,4.601478576660156e-05,0.00014209747314453125,0.017600297927856445,4.57763671875e-05,0.0009367465972900391,0.023548126220703125
36,0.004026889801025391,0.0002143383026123047,0.22467994689941406,0.0020606517791748047,0.014432191848754883,0.0011668205261230469,4.673004150390625e-05,0.00013828277587890625,0.017845869064331055,4.410743713378906e-05,0.0009481906890869141,0.023306608200073242
37,0.0042989253997802734,0.0001850128173828125,0.22467994689941406,0.002205371856689453,0.014404773712158203,0.001169443130493164,3.218650817871094e-05,0.0001430511474609375,0.017956018447875977,4.935264587402344e-05,0.0014352798461914062,0.02418351173400879
38,0.00473475456237793,0.0002791881561279297,0.22467994689941406,0.0020418167114257812,0.014322519302368164,0.001177072525024414,4.029273986816406e-05,0.0001518726348876953,0.017735004425048828,4.363059997558594e-05,0.0009791851043701172,0.0240020751953125
39,0.004553079605102539,0.0002396106719970703,0.22467994689941406,0.002054929733276367,0.014443635940551758,0.001177072525024414,3.910064697265625e-05,0.00015592575073242188,0.017871379852294922,4.363059997558594e-05,0.0009844303131103516,0.023933887481689453
40,0.0041620731353759766,0.0001964569091796875,0.22467994689941406,0.0020313262939453125,0.014435052871704102,0.0011746883392333984,4.6253204345703125e-05,0.00014781951904296875,0.017836332321166992,4.291534423828125e-05,0.0009274482727050781,0.0233914852142334
41,0.0038492679595947266,0.0002460479736328125,0.22467994689941406,0.002173185348510742,0.014319896697998047,0.0011670589447021484,4.00543212890625e-05,0.0001347064971923828,0.017835378646850586,5.340576171875e-05,0.0009624958038330078,0.023195266723632812
42,0.004301786422729492,0.00029730796813964844,0.22467994689941406,0.0022766590118408203,0.014404058456420898,0.001234292984008789,4.00543212890625e-05,0.00015878677368164062,0.018114566802978516,5.650520324707031e-05,0.0009949207305908203,0.02403426170349121
43,0.0043561458587646484,0.00022411346435546875,0.22467994689941406,0.002132415771484375,0.01450037956237793,0.0011870861053466797,4.291534423828125e-05,0.000156402587890625,0.0180203914642334,5.078315734863281e-05,0.001058340072631836,0.023960351943969727
44,0.004469871520996094,0.0002079010009765625,0.22467994689941406,0.0020465850830078125,0.01432347297668457,0.0011610984802246094,3.719329833984375e-05,0.00013375282287597656,0.01770329475402832,4.9114227294921875e-05,0.0009696483612060547,0.023655176162719727
45,0.0045013427734375,0.00024366378784179688,0.22467994689941406,0.0018846988677978516,0.014441490173339844,0.0011806488037109375,4.76837158203125e-05,0.00013780593872070312,0.01769280433654785,5.054473876953125e-05,0.0009615421295166016,0.02368450164794922
46,0.004394054412841797,0.00021767616271972656,0.22467994689941406,0.002135753631591797,0.014516115188598633,0.001155853271484375,4.863739013671875e-05,0.0001437664031982422,0.01800084114074707,4.863739013671875e-05,0.0010466575622558594,0.02395796775817871
47,0.0047800540924072266,0.0002529621124267578,0.22467994689941406,0.0021653175354003906,0.015040397644042969,0.0011746883392333984,4.863739013671875e-05,0.00013971328735351562,0.0185699462890625,4.5299530029296875e-05,0.0010273456573486328,0.02491903305053711
48,0.003747701644897461,0.00022721290588378906,0.22467994689941406,0.0020558834075927734,0.02055668830871582,0.0011730194091796875,5.0067901611328125e-05,0.00015926361083984375,0.023996353149414062,5.245208740234375e-05,0.0010349750518798828,0.02933502197265625
49,0.004872560501098633,0.0002429485321044922,0.22467994689941406,0.002199888229370117,0.014464616775512695,0.0011780261993408203,4.5299530029296875e-05,0.00015282630920410156,0.018041610717773438,4.6253204345703125e-05,0.0013916492462158203,0.02482891082763672
50,0.00484776496887207,0.0003876686096191406,0.22467994689941406,0.0024917125701904297,0.018924713134765625,0.0011456012725830078,3.62396240234375e-05,0.00017714500427246094,0.022776365280151367,7.390975952148438e-05,0.0009922981262207031,0.029331207275390625
51,0.004931926727294922,0.00028967857360839844,0.22467994689941406,0.0021505355834960938,0.014381170272827148,0.0011508464813232422,4.57763671875e-05,0.00015616416931152344,0.017885208129882812,5.602836608886719e-05,0.0010421276092529297,0.024448633193969727
52,0.004923582077026367,0.00025343894958496094,0.22467994689941406,0.002160310745239258,0.014362096786499023,0.001184225082397461,3.62396240234375e-05,0.00015020370483398438,0.01789402961730957,5.53131103515625e-05,0.0009531974792480469,0.024362802505493164
53,0.0048999786376953125,0.00024962425231933594,0.22467994689941406,0.002260923385620117,0.014367818832397461,0.0012011528015136719,3.838539123535156e-05,0.00015020370483398438,0.018019437789916992,4.9591064453125e-05,0.0009593963623046875,0.024434566497802734
54,0.004651069641113281,0.0002548694610595703,0.22467994689941406,0.0021865367889404297,0.014899253845214844,0.0013184547424316406,5.435943603515625e-05,0.00015234947204589844,0.018611669540405273,4.696846008300781e-05,0.0009396076202392578,0.02474832534790039
55,0.00422358512878418,0.00031280517578125,0.22467994689941406,0.0022766590118408203,0.022539138793945312,0.0009970664978027344,6.532669067382812e-05,0.0002689361572265625,0.026148557662963867,5.0067901611328125e-05,0.0009963512420654297,0.03201651573181152
56,0.004336357116699219,0.00027632713317871094,0.22467994689941406,0.002613544464111328,0.01494145393371582,0.0011603832244873047,4.410743713378906e-05,0.00018143653869628906,0.018943071365356445,5.078315734863281e-05,0.0009357929229736328,0.024774551391601562
57,0.004991292953491211,0.00024437904357910156,0.22467994689941406,0.0021622180938720703,0.014404535293579102,0.001169443130493164,4.649162292480469e-05,0.00014328956604003906,0.017927169799804688,4.696846008300781e-05,0.0009129047393798828,0.024359941482543945
58,0.0044023990631103516,0.0002391338348388672,0.22467994689941406,0.0022263526916503906,0.014442205429077148,0.0011773109436035156,4.124641418457031e-05,0.0001609325408935547,0.018049240112304688,4.649162292480469e-05,0.0008840560913085938,0.023851394653320312
59,0.004816293716430664,0.0002505779266357422,0.22467994689941406,0.002148151397705078,0.014588594436645508,0.0011975765228271484,3.886222839355469e-05,0.0001442432403564453,0.018118858337402344,4.8160552978515625e-05,0.0009784698486328125,0.02446293830871582
60,0.0038886070251464844,0.00023055076599121094,0.22467994689941406,0.0021071434020996094,0.014478683471679688,0.0012402534484863281,4.601478576660156e-05,0.0001423358917236328,0.018015384674072266,5.459785461425781e-05,0.0009665489196777344,0.02341938018798828
61,0.004879474639892578,0.0002818107604980469,0.22467994689941406,0.0021953582763671875,0.014543294906616211,0.0012347698211669922,3.743171691894531e-05,0.0001392364501953125,0.018151283264160156,5.030632019042969e-05,0.0012607574462890625,0.024858713150024414
62,0.004754543304443359,0.00023746490478515625,0.22467994689941406,0.002193927764892578,0.014470100402832031,0.0011780261993408203,3.504753112792969e-05,0.00014853477478027344,0.018026351928710938,4.3392181396484375e-05,0.0010924339294433594,0.024394989013671875
63,0.004716396331787109,0.0002491474151611328,0.22467994689941406,0.0021820068359375,0.014407157897949219,0.0011906623840332031,4.482269287109375e-05,0.0001697540283203125,0.017995595932006836,4.76837158203125e-05,0.000993490219116211,0.024274587631225586
64,0.0036695003509521484,0.00023245811462402344,0.22467994689941406,0.0020384788513183594,0.014679908752441406,0.0011906623840332031,5.125999450683594e-05,0.00015044212341308594,0.018111705780029297,4.5299530029296875e-05,0.000881195068359375,0.023186445236206055
65,0.0044748783111572266,0.0002739429473876953,0.22467994689941406,0.002335786819458008,0.014432430267333984,0.0012013912200927734,3.5762786865234375e-05,0.0001456737518310547,0.018151521682739258,5.3882598876953125e-05,0.0009150505065917969,0.02412724494934082
66,0.004487276077270508,0.0002231597900390625,0.22467994689941406,0.0022068023681640625,0.014393329620361328,0.0012128353118896484,4.5299530029296875e-05,0.00013184547424316406,0.017990827560424805,5.078315734863281e-05,0.0009596347808837891,0.023956298828125
67,0.0045166015625,0.00024271011352539062,0.22467994689941406,0.0022013187408447266,0.014452934265136719,0.0012059211730957031,4.172325134277344e-05,0.00013971328735351562,0.018042564392089844,4.887580871582031e-05,0.0008981227874755859,0.024007081985473633
68,0.003690958023071289,0.00019788742065429688,0.22467994689941406,0.0020470619201660156,0.014633417129516602,0.0011944770812988281,3.6716461181640625e-05,0.00015282630920410156,0.01806640625,4.649162292480469e-05,0.0009267330169677734,0.023181915283203125
69,0.004441976547241211,0.0001971721649169922,0.22467994689941406,0.0022623538970947266,0.014705657958984375,0.0008878707885742188,4.1961669921875e-05,0.00016164779663085938,0.018060684204101562,5.340576171875e-05,0.0009515285491943359,0.023960590362548828
70,0.0045354366302490234,0.00032973289489746094,0.22467994689941406,0.002645730972290039,0.02304553985595703,0.001697540283203125,4.482269287109375e-05,0.00014972686767578125,0.027584075927734375,0.0001285076141357422,0.002343416213989258,0.03540825843811035
71,0.008213043212890625,0.0012226104736328125,0.22467994689941406,0.04307079315185547,0.014560461044311523,0.0011324882507324219,4.6253204345703125e-05,0.0001590251922607422,0.05897188186645508,5.650520324707031e-05,0.001056671142578125,0.0698387622833252
72,0.004907131195068359,0.00020599365234375,0.08690524101257324,0.013392925262451172,0.015412092208862305,0.0011208057403564453,4.982948303222656e-05,0.00017833709716796875,0.030155658721923828,5.2928924560546875e-05,0.001104116439819336,0.03667306900024414
73,0.004184246063232422,0.0002460479736328125,0.08690524101257324,0.013390541076660156,0.015416622161865234,0.0011320114135742188,5.340576171875e-05,0.0001850128173828125,0.03017902374267578,5.984306335449219e-05,0.0015039443969726562,0.036437273025512695
74,0.00406336784362793,0.00024771690368652344,0.08690524101257324,0.013133049011230469,0.01713395118713379,0.0011546611785888672,5.6743621826171875e-05,0.00018024444580078125,0.03165936470031738,6.29425048828125e-05,0.0011844635009765625,0.03749585151672363
75,0.005312442779541016,0.0002155303955078125,0.08690524101257324,0.0252382755279541,0.015170812606811523,0.001148223876953125,3.838539123535156e-05,0.00014591217041015625,0.041742801666259766,5.364418029785156e-05,0.0009775161743164062,0.048560142517089844
76,0.003822803497314453,0.0002181529998779297,0.08690524101257324,0.029294967651367188,0.014636993408203125,0.0011434555053710938,4.410743713378906e-05,0.00014638900756835938,0.045267581939697266,5.340576171875e-05,0.0009174346923828125,0.05054020881652832
77,0.0034110546112060547,0.00018167495727539062,0.08690524101257324,0.02361273765563965,0.021461963653564453,0.001123189926147461,4.887580871582031e-05,0.00017333030700683594,0.04642128944396973,5.7697296142578125e-05,0.0017421245574951172,0.05207967758178711
78,0.0041904449462890625,0.00026679039001464844,0.08690524101257324,0.016139507293701172,0.015385627746582031,0.001177072525024414,4.363059997558594e-05,0.00014710426330566406,0.03289389610290527,5.316734313964844e-05,0.0010809898376464844,0.03875422477722168
79,0.003667116165161133,0.0002129077911376953,0.08690524101257324,0.00999593734741211,0.014934062957763672,0.0011661052703857422,4.38690185546875e-05,0.0001506805419921875,0.026291370391845703,5.340576171875e-05,0.0009610652923583984,0.0314481258392334
80,0.0039746761322021484,0.0002162456512451172,0.08690524101257324,0.013167858123779297,0.015064716339111328,0.0011610984802246094,4.1961669921875e-05,0.00015473365783691406,0.02959156036376953,5.316734313964844e-05,0.0009033679962158203,0.03500080108642578
81,0.004422426223754883,0.0002505779266357422,0.08690524101257324,0.013664722442626953,0.021547794342041016,0.0010063648223876953,4.363059997558594e-05,0.0001418590545654297,0.036405324935913086,5.221366882324219e-05,0.0011293888092041016,0.042531490325927734
82,0.004743337631225586,0.00021791458129882812,0.08690524101257324,0.0022835731506347656,0.018471240997314453,0.001161813735961914,4.4345855712890625e-05,0.00015616416931152344,0.022118806838989258,4.863739013671875e-05,0.0010750293731689453,0.028458356857299805
83,0.0044612884521484375,0.0002608299255371094,0.08690524101257324,0.0023033618927001953,0.015247344970703125,0.0011701583862304688,4.744529724121094e-05,0.00018525123596191406,0.01895427703857422,4.506111145019531e-05,0.0009617805480957031,0.024922847747802734
84,0.0037527084350585938,0.00021982192993164062,0.08690524101257324,0.002209901809692383,0.01438593864440918,0.0011746883392333984,4.172325134277344e-05,0.00014781951904296875,0.01796102523803711,4.649162292480469e-05,0.0009319782257080078,0.02317500114440918
85,0.004304170608520508,0.00023746490478515625,0.08690524101257324,0.002213001251220703,0.014404296875,0.0011799335479736328,4.2438507080078125e-05,0.000141143798828125,0.01798272132873535,4.8160552978515625e-05,0.0012767314910888672,0.024112224578857422
86,0.004514455795288086,0.00026154518127441406,0.08690524101257324,0.002341747283935547,0.014871597290039062,0.001168966293334961,4.0531158447265625e-05,0.00016307830810546875,0.018587350845336914,4.6253204345703125e-05,0.0009312629699707031,0.024593353271484375
87,0.003878355026245117,0.0002799034118652344,0.08690524101257324,0.002565622329711914,0.014683723449707031,0.0011715888977050781,4.291534423828125e-05,0.0001590251922607422,0.018624067306518555,4.887580871582031e-05,0.0009746551513671875,0.024052143096923828
88,0.003974437713623047,0.00022029876708984375,0.08690524101257324,0.002452850341796875,0.01470327377319336,0.0011873245239257812,4.124641418457031e-05,0.00016164779663085938,0.018547773361206055,4.5299530029296875e-05,0.0009012222290039062,0.023930072784423828
89,0.004571437835693359,0.00027370452880859375,0.08690524101257324,0.0022034645080566406,0.014379024505615234,0.0012052059173583984,6.604194641113281e-05,0.000164031982421875,0.018018722534179688,4.458427429199219e-05,0.001016855239868164,0.024178504943847656
90,0.004423856735229492,0.00027561187744140625,0.08690524101257324,0.002187490463256836,0.014460563659667969,0.0011878013610839844,4.4345855712890625e-05,0.00016307830810546875,0.018044710159301758,4.6253204345703125e-05,0.0009551048278808594,0.023981094360351562
91,0.00442814826965332,0.0002281665802001953,0.08690524101257324,0.002195119857788086,0.014526128768920898,0.0011980533599853516,4.0531158447265625e-05,0.00016880035400390625,0.018129348754882812,4.887580871582031e-05,0.0009953975677490234,0.024085283279418945
92,0.004682064056396484,0.00024628639221191406,0.08690524101257324,0.002481222152709961,0.016567230224609375,0.0011780261993408203,3.337860107421875e-05,0.00015044212341308594,0.02041172981262207,4.863739013671875e-05,0.0009086132049560547,0.026526927947998047
93,0.004730939865112305,0.00028586387634277344,0.08690524101257324,0.0022242069244384766,0.014443635940551758,0.001191854476928711,4.673004150390625e-05,0.00014781951904296875,0.01805567741394043,4.863739013671875e-05,0.0009326934814453125,0.024324893951416016
94,0.004652261734008789,0.0002243518829345703,0.08690524101257324,0.0023572444915771484,0.014765501022338867,0.0012562274932861328,4.458427429199219e-05,0.0001442432403564453,0.018568754196166992,4.8160552978515625e-05,0.000986337661743164,0.02472686767578125
95,0.004791975021362305,0.0003349781036376953,0.08690524101257324,0.0023937225341796875,0.015107870101928711,0.00122833251953125,4.935264587402344e-05,0.00017499923706054688,0.018954992294311523,4.696846008300781e-05,0.001013040542602539,0.025407791137695312
96,0.004362344741821289,0.00020647048950195312,0.08690524101257324,0.002073049545288086,0.01437234878540039,0.0011818408966064453,4.220008850097656e-05,0.0001361370086669922,0.017805814743041992,4.76837158203125e-05,0.0009012222290039062,0.02356886863708496
97,0.00453948974609375,0.00025153160095214844,0.08690524101257324,0.0021810531616210938,0.014436960220336914,0.0012047290802001953,3.8623809814453125e-05,0.00015878677368164062,0.018021345138549805,4.792213439941406e-05,0.0012927055358886719,0.024428367614746094
98,0.00458526611328125,0.0002288818359375,0.08690524101257324,0.0022356510162353516,0.014577388763427734,0.0011894702911376953,3.647804260253906e-05,0.00014710426330566406,0.018187522888183594,4.410743713378906e-05,0.0009725093841552734,0.024257659912109375
99,0.005021333694458008,0.0002334117889404297,0.08690524101257324,0.002196788787841797,0.014556407928466797,0.0011632442474365234,4.458427429199219e-05,0.00013375282287597656,0.01809525489807129,4.649162292480469e-05,0.0009729862213134766,0.024611234664916992
100,0.004423856735229492,0.00019741058349609375,0.08690524101257324,0.0019421577453613281,0.014402151107788086,0.0011844635009765625,4.172325134277344e-05,0.00014138221740722656,0.01771259307861328,7.104873657226562e-05,0.0009591579437255859,0.023609399795532227
101,0.004483699798583984,0.00021982192993164062,0.08690524101257324,0.002087116241455078,0.01453852653503418,0.0011777877807617188,4.553794860839844e-05,0.00014925003051757812,0.01799941062927246,4.601478576660156e-05,0.0009098052978515625,0.023895263671875
102,0.004598140716552734,0.00026297569274902344,0.08690524101257324,0.002110719680786133,0.014483451843261719,0.0011684894561767578,4.1484832763671875e-05,0.00014257431030273438,0.017947673797607422,4.673004150390625e-05,0.0009446144104003906,0.024041175842285156
103,0.0045201778411865234,0.0002396106719970703,0.08690524101257324,0.0024611949920654297,0.014596223831176758,0.0011777877807617188,4.673004150390625e-05,0.0001418590545654297,0.01842498779296875,4.3392181396484375e-05,0.0009541511535644531,0.02441716194152832
104,0.0043375492095947266,0.0002486705780029297,0.08690524101257324,0.0020415782928466797,0.014439821243286133,0.0011832714080810547,4.76837158203125e-05,0.0001506805419921875,0.017864227294921875,5.0067901611328125e-05,0.001049041748046875,0.023796796798706055
105,0.0036470890045166016,0.0002942085266113281,0.08690524101257324,0.0024695396423339844,0.014539241790771484,0.001184701919555664,4.1484832763671875e-05,0.0001785755157470703,0.01841449737548828,5.221366882324219e-05,0.0009810924530029297,0.023642778396606445
106,0.00463557243347168,0.00020456314086914062,0.08690524101257324,0.0021905899047851562,0.01466512680053711,0.001184225082397461,3.814697265625e-05,0.0001506805419921875,0.018229246139526367,4.6253204345703125e-05,0.0009875297546386719,0.024341583251953125
107,0.004729032516479492,0.0002543926239013672,0.08690524101257324,0.0020949840545654297,0.014611005783081055,0.0011990070343017578,4.673004150390625e-05,0.0001647472381591797,0.018117904663085938,8.058547973632812e-05,0.0009427070617675781,0.024367094039916992
108,0.003785371780395508,0.0002205371856689453,0.08690524101257324,0.001949310302734375,0.014966964721679688,0.0012056827545166016,4.2438507080078125e-05,0.00016546249389648438,0.018330812454223633,5.1975250244140625e-05,0.0009441375732421875,0.023606061935424805
109,0.0040628910064697266,0.00027060508728027344,0.08690524101257324,0.002320528030395508,0.0206146240234375,0.0011444091796875,4.6253204345703125e-05,0.00015282630920410156,0.02427983283996582,5.793571472167969e-05,0.0013964176177978516,0.030338048934936523
110,0.005211353302001953,0.00026869773864746094,0.08690524101257324,0.0021545886993408203,0.01592111587524414,0.0011899471282958984,3.910064697265625e-05,0.00015664100646972656,0.01946258544921875,5.2928924560546875e-05,0.0010235309600830078,0.026286840438842773
111,0.004316091537475586,0.00019693374633789062,0.08690524101257324,0.0020682811737060547,0.014343738555908203,0.0011868476867675781,3.886222839355469e-05,0.00016570091247558594,0.017804861068725586,5.459785461425781e-05,0.0009467601776123047,0.023567676544189453
112,0.003709554672241211,0.0001900196075439453,0.08690524101257324,0.001920938491821289,0.020674467086791992,0.000993967056274414,6.818771362304688e-05,0.00027823448181152344,0.023937225341796875,7.772445678710938e-05,0.0013775825500488281,0.029686689376831055
113,0.004911661148071289,0.0002593994140625,0.08690524101257324,0.0022597312927246094,0.014493942260742188,0.0012023448944091797,4.076957702636719e-05,0.00017142295837402344,0.018169403076171875,4.9591064453125e-05,0.0008902549743652344,0.02456831932067871
114,0.004604816436767578,0.0003197193145751953,0.08690524101257324,0.002324342727661133,0.014484167098999023,0.0011844635009765625,4.553794860839844e-05,0.00013709068298339844,0.01817607879638672,4.6253204345703125e-05,0.0008766651153564453,0.02428603172302246
115,0.004503488540649414,0.00030159950256347656,0.08690524101257324,0.0023789405822753906,0.014403581619262695,0.0011794567108154297,4.601478576660156e-05,0.0001430511474609375,0.018152236938476562,4.792213439941406e-05,0.0009317398071289062,0.024175405502319336
116,0.0038385391235351562,0.0002067089080810547,0.08690524101257324,0.0020956993103027344,0.014467716217041016,0.0011818408966064453,4.1484832763671875e-05,0.00014162063598632812,0.017929553985595703,4.4345855712890625e-05,0.0008714199066162109,0.02311873435974121
