frame_idx,V_raw_onnx,V_filtered_onnx,conf_onnx,t_infer_onnx,t_total_onnx,V_raw_torch,V_filtered_torch,conf_torch,t_infer_torch,t_total_torch,raw_diff,filtered_diff
35,2.687675696857007,2.747248649597168,0.4825,12.69221305847168,14.098405838012695,2.687675696857007,2.7475221157073975,0.4825,11.501073837280273,13.254642486572266,0.0,0.0002734661102294922
36,2.6813989657014927,2.7562193870544434,0.46,13.353347778320312,15.403032302856445,2.6813989657014927,2.7565131187438965,0.46,11.541604995727539,13.334035873413086,0.0,0.000293731689453125
37,2.7298268621157487,2.7687079906463623,0.485,13.235092163085938,15.231847763061523,2.7298268621157487,2.769019842147827,0.485,11.539936065673828,13.339757919311523,0.0,0.00031185150146484375
38,2.7248790822910336,2.77954363822937,0.4925,13.290166854858398,15.352487564086914,2.7248790822910336,2.7798714637756348,0.4925,11.518239974975586,13.315916061401367,0.0,0.00032782554626464844
39,2.7198550681398705,2.788874387741089,0.51,13.231039047241211,15.290260314941406,2.7198550681398705,2.7892162799835205,0.51,11.488676071166992,13.272523880004883,0.0,0.0003418922424316406
40,2.5964053454001648,2.7864534854888916,0.4325,12.852668762207031,14.326095581054688,2.5964053454001648,2.7868077754974365,0.4325,11.534690856933594,13.31329345703125,0.0,0.0003542900085449219
41,2.6987113154268814,2.7927820682525635,0.4275,13.682365417480469,15.87820053100586,2.6987113154268814,2.793146848678589,0.4275,11.555194854736328,13.40484619140625,0.0,0.0003647804260253906
42,2.7609228993369594,2.8037118911743164,0.4375,13.425827026367188,15.542268753051758,2.7609228993369594,2.8040859699249268,0.4375,11.512279510498047,13.315677642822266,0.0,0.00037407875061035156
43,2.7784490417310423,2.8151354789733887,0.4625,13.40341567993164,15.442371368408203,2.7784490417310423,2.8155174255371094,0.4625,11.538505554199219,13.315200805664062,0.0,0.0003819465637207031
44,2.881251277346988,2.8339779376983643,0.4525,13.240814208984375,15.150308609008789,2.881251277346988,2.834366798400879,0.4525,11.480331420898438,13.295650482177734,0.0,0.00038886070251464844
45,2.7928860810836014,2.8442699909210205,0.415,12.716293334960938,14.15109634399414,2.7928860810836014,2.8446645736694336,0.415,11.559247970581055,13.269662857055664,0.0,0.00039458274841308594
46,2.797137233509353,2.8540291786193848,0.4075,13.35000991821289,15.390872955322266,2.797137233509353,2.854428768157959,0.4075,11.588811874389648,13.404607772827148,0.0,0.00039958953857421875
47,2.743584487755741,2.8588194847106934,0.4,13.397932052612305,15.444040298461914,2.743584487755741,2.8592231273651123,0.4,11.713504791259766,13.566017150878906,0.0,0.0004036426544189453
48,2.647432964189534,2.8557982444763184,0.4025,13.351678848266602,15.28310775756836,2.647432964189534,2.856205463409424,0.4025,11.63935661315918,13.448238372802734,0.0,0.00040721893310546875
49,2.7080492078607383,2.8573522567749023,0.38,13.275623321533203,15.361309051513672,2.695358873621584,2.8568105697631836,0.3825,11.821269989013672,13.575553894042969,0.012690334239154222,0.00054168701171875
50,2.7739147404933004,2.8635151386260986,0.4875,12.750864028930664,14.17231559753418,2.7739147404933004,2.8630199432373047,0.4875,11.588811874389648,13.365507125854492,0.0,0.0004951953887939453
51,2.7871873997210477,2.870116710662842,0.4725,13.260364532470703,15.2740478515625,2.7871873997210477,2.8696649074554443,0.4725,11.67750358581543,13.503313064575195,0.0,0.00045180320739746094
52,2.7980094240964077,2.876950979232788,0.4675,13.311624526977539,15.353918075561523,2.7980094240964077,2.876539945602417,0.4675,11.741876602172852,13.539791107177734,0.0,0.00041103363037109375
53,2.7555410338099295,2.8802571296691895,0.445,13.250350952148438,15.276193618774414,2.7555410338099295,2.8798844814300537,0.445,11.549949645996094,13.331890106201172,0.0,0.0003726482391357422
54,2.6312368594150417,2.8746390342712402,0.45,13.293027877807617,15.318632125854492,2.6312368594150417,2.8743019104003906,0.45,11.56759262084961,13.355493545532227,0.0,0.0003371238708496094
55,2.77114960772477,2.8787574768066406,0.4025,12.74251937866211,14.244318008422852,2.77114960772477,2.8784537315368652,0.4025,11.519193649291992,13.28897476196289,0.0,0.0003037452697753906
56,2.7545693528399484,2.88141131401062,0.39,13.366937637329102,15.20395278930664,2.7545693528399484,2.881139039993286,0.39,11.547565460205078,13.33308219909668,0.0,0.0002722740173339844
57,2.6777486079487467,2.8787267208099365,0.3825,13.249874114990234,15.310049057006836,2.6777486079487467,2.8784842491149902,0.3825,11.643409729003906,13.421773910522461,0.0,0.00024247169494628906
58,2.72638990941218,2.8792529106140137,0.3675,13.262271881103516,15.21611213684082,2.72638990941218,2.8790383338928223,0.3675,11.551141738891602,13.346195220947266,0.0,0.00021457672119140625
59,2.7184446796487087,2.8791394233703613,0.3875,13.229846954345703,15.244245529174805,2.7184446796487087,2.878951072692871,0.3875,11.579036712646484,13.376951217651367,0.0,0.00018835067749023438
60,2.871110746998226,2.8885891437530518,0.495,13.009071350097656,14.738321304321289,2.871110746998226,2.888425588607788,0.495,11.609554290771484,13.390302658081055,0.0,0.00016355514526367188
61,2.8911027131757514,2.898685932159424,0.48,13.444900512695312,15.748262405395508,2.886673404068456,2.8982694149017334,0.48,11.57689094543457,13.399600982666016,0.004429309107295332,0.0004165172576904297
62,2.8024152568665075,2.9027068614959717,0.4625,13.335704803466797,15.284061431884766,2.8024152568665075,2.902323007583618,0.4625,11.562824249267578,13.350248336791992,0.0,0.0003838539123535156
63,2.8472663933215037,2.9091475009918213,0.4875,13.316869735717773,15.25735855102539,2.8472663933215037,2.908794403076172,0.4875,11.542081832885742,13.371706008911133,0.0,0.00035309791564941406
64,2.804038635385406,2.912585735321045,0.445,13.551712036132812,15.561342239379883,2.804038635385406,2.912261962890625,0.445,11.79194450378418,13.698339462280273,0.0,0.0003237724304199219
65,2.88961460232258,2.9208121299743652,0.45,12.938499450683594,14.550447463989258,2.88961460232258,2.920516014099121,0.45,11.733531951904297,13.518333435058594,0.0,0.0002961158752441406
66,2.8224061314354296,2.924633741378784,0.45,13.477325439453125,15.560150146484375,2.8224061314354296,2.924363613128662,0.45,11.888742446899414,13.662576675415039,0.0,0.0002701282501220703
67,2.7606882485191693,2.9246420860290527,0.435,13.22484016418457,15.263080596923828,2.7606882485191693,2.9243969917297363,0.435,11.893510818481445,13.714313507080078,0.0,0.00024509429931640625
68,2.7487903279833237,2.923898458480835,0.44,13.373851776123047,15.38228988647461,2.7487903279833237,2.9236769676208496,0.44,11.749505996704102,13.522863388061523,0.0,0.00022149085998535156
69,2.7462564046220796,2.9229745864868164,0.435,13.20791244506836,15.162944793701172,2.7462564046220796,2.9227755069732666,0.435,11.805295944213867,13.58652114868164,0.0,0.0001990795135498047
70,2.780076545606395,2.92389178276062,0.43,12.651443481445312,14.168262481689453,2.7895187006387974,2.9242353439331055,0.4275,11.729717254638672,13.487577438354492,0.009442155032402422,0.00034356117248535156
71,2.774175443366353,2.92437481880188,0.4225,13.231515884399414,15.083074569702148,2.774175443366353,2.924720287322998,0.4225,11.831045150756836,13.625144958496094,0.0,0.00034546852111816406
72,2.77390295928852,2.9247539043426514,0.4075,13.739347457885742,16.04318618774414,2.77390295928852,2.9251010417938232,0.4075,11.615753173828125,13.473033905029297,0.0,0.000347137451171875
73,2.812016327871896,2.927079677581787,0.3975,13.32545280456543,15.554666519165039,2.812016327871896,2.9274284839630127,0.3975,11.803865432739258,13.614416122436523,0.0,0.00034880638122558594
74,2.7610396340354755,2.9265565872192383,0.3625,13.512849807739258,15.941381454467773,2.7610396340354755,2.9269068241119385,0.3625,11.824607849121094,13.642311096191406,0.0,0.0003502368927001953
75,2.568579038428862,2.9159960746765137,0.3775,12.740135192871094,14.295339584350586,2.5701796521828126,2.9164304733276367,0.3775,11.771202087402344,13.565301895141602,0.0016006137539505971,0.0004343986511230469
76,2.595225629905054,2.907214641571045,0.3225,13.435125350952148,15.611886978149414,2.595225629905054,2.907646894454956,0.3225,11.77525520324707,13.648033142089844,0.0,0.0004322528839111328
77,2.5925693536973857,2.8986287117004395,0.345,13.344049453735352,15.482425689697266,2.5925693536973857,2.8990590572357178,0.345,11.61336898803711,13.453245162963867,0.0,0.0004303455352783203
78,2.674330475332395,2.894465684890747,0.3275,13.398170471191406,15.590667724609375,2.674330475332395,2.8948941230773926,0.3275,11.602163314819336,13.438701629638672,0.0,0.0004284381866455078
79,2.6580138443926504,2.889622211456299,0.335,13.386249542236328,15.377283096313477,2.6580138443926504,2.8900485038757324,0.335,11.684894561767578,13.486862182617188,0.0,0.00042629241943359375
80,2.6956092917966163,2.8867809772491455,0.3475,12.879610061645508,14.356851577758789,2.6956092917966163,2.887205123901367,0.3475,11.554479598999023,13.340234756469727,0.0,0.0004241466522216797
81,2.7284949019361067,2.885608673095703,0.3575,13.714790344238281,15.630722045898438,2.725580534741046,2.8858892917633057,0.36,11.581182479858398,13.386011123657227,0.002914367195060663,0.00028061866760253906
82,2.726660446508118,2.884352922439575,0.355,13.314485549926758,15.544652938842773,2.726660446508118,2.8846356868743896,0.355,11.577606201171875,13.347864151000977,0.0,0.0002827644348144531
83,2.6719619984928857,2.880509376525879,0.36,13.287544250488281,15.210866928100586,2.6719619984928857,2.8807942867279053,0.36,11.558771133422852,13.327836990356445,0.0,0.0002849102020263672
84,2.7550609922132407,2.880683660507202,0.3625,13.377904891967773,15.408754348754883,2.732100728688272,2.879892110824585,0.3625,11.571645736694336,13.350486755371094,0.022960263524968827,0.0007915496826171875
85,2.689961062921855,2.8777859210968018,0.395,12.691974639892578,14.19520378112793,2.689961062921855,2.877027988433838,0.395,11.595726013183594,13.342142105102539,0.0,0.0007579326629638672
86,2.6504245794729675,2.8731462955474854,0.365,13.416528701782227,15.578031539916992,2.6504245794729675,2.8724207878112793,0.365,11.621475219726562,13.451814651489258,0.0,0.0007255077362060547
87,2.7081986730407053,2.8712821006774902,0.3575,13.298273086547852,15.229940414428711,2.7081986730407053,2.8705875873565674,0.3575,11.57832145690918,13.364076614379883,0.0,0.0006945133209228516
88,2.6965392030027857,2.868929386138916,0.365,13.472318649291992,15.74087142944336,2.6887383117201047,2.867913007736206,0.365,11.725902557373047,13.536453247070312,0.007800891282681022,0.001016378402709961
89,2.7187889395672498,2.8676249980926514,0.37,13.283729553222656,15.575885772705078,2.7187889395672498,2.866647481918335,0.37,11.583328247070312,13.692617416381836,0.0,0.0009775161743164062
90,2.6237392774871315,2.8621389865875244,0.365,12.825727462768555,14.237642288208008,2.6237392774871315,2.861199140548706,0.365,11.60287857055664,13.345479965209961,0.0,0.0009398460388183594
91,2.6473980802778496,2.857862710952759,0.3725,13.345718383789062,15.442371368408203,2.6473980802778496,2.8569586277008057,0.3725,11.730670928955078,13.550519943237305,0.0,0.000904083251953125
92,2.678322421171356,2.8550543785095215,0.3625,13.441324234008789,15.5181884765625,2.678322421171356,2.854185104370117,0.3625,11.777162551879883,13.599395751953125,0.0,0.0008692741394042969
93,2.692231010152536,2.852916717529297,0.41,13.603448867797852,15.785932540893555,2.692231010152536,2.852080821990967,0.41,11.860847473144531,13.68260383605957,0.0,0.0008358955383300781
94,2.6477507014510424,2.848938465118408,0.38,13.253927230834961,15.384435653686523,2.6524621742822494,2.848335027694702,0.375,11.812925338745117,13.606786727905273,0.0047114728312069865,0.0006034374237060547
95,2.702155275792058,2.8473665714263916,0.3725,12.756824493408203,14.194965362548828,2.7027192950483014,2.8468124866485596,0.3725,11.62409782409668,13.366460800170898,0.0005640192562434976,0.0005540847778320312
96,2.7220709626617885,2.8466546535491943,0.3625,13.292789459228516,15.210151672363281,2.7220709626617885,2.8461246490478516,0.3625,11.631965637207031,13.460874557495117,0.0,0.0005300045013427734
97,2.6984309043923576,2.8449649810791016,0.365,13.27061653137207,15.352010726928711,2.6984309043923576,2.8444578647613525,0.365,11.58452033996582,13.359308242797852,0.0,0.0005071163177490234
98,2.658579463964105,2.84167742729187,0.3725,13.286352157592773,15.329837799072266,2.658579463964105,2.8411927223205566,0.3725,11.55400276184082,13.338088989257812,0.0,0.00048470497131347656
99,2.6476381410886356,2.838035821914673,0.38,13.315439224243164,15.258312225341797,2.6476381410886356,2.8375728130340576,0.38,11.564493179321289,13.361215591430664,0.0,0.0004630088806152344
100,2.749295795168198,2.838585376739502,0.3675,12.871265411376953,14.309883117675781,2.749295795168198,2.8381431102752686,0.3675,11.548995971679688,13.28730583190918,0.0,0.00044226646423339844
101,2.698436570994737,2.837064743041992,0.3625,13.890743255615234,16.197681427001953,2.698436570994737,2.8366425037384033,0.3625,11.833667755126953,13.706207275390625,0.0,0.0004222393035888672
102,2.6640814645377855,2.8342151641845703,0.375,13.424158096313477,15.438556671142578,2.6640814645377855,2.8338122367858887,0.375,11.759042739868164,13.567447662353516,0.0,0.0004029273986816406
103,2.6594380236732054,2.8312573432922363,0.3825,13.290166854858398,15.230417251586914,2.6553858612934587,2.830714225769043,0.3825,11.86513900756836,13.653755187988281,0.004052162379746704,0.0005431175231933594
104,2.69412480505937,2.8297247886657715,0.375,13.205289840698242,15.20991325378418,2.69412480505937,2.8292036056518555,0.375,11.638879776000977,13.524532318115234,0.0,0.0005211830139160156
105,2.6232591019222093,2.825491428375244,0.3875,12.827396392822266,14.206409454345703,2.6232591019222093,2.8249917030334473,0.3875,11.63625717163086,13.349056243896484,0.0,0.000499725341796875
106,2.6764439936264566,2.82340931892395,0.3675,13.326883316040039,15.365839004516602,2.6764439936264566,2.822930335998535,0.3675,11.614322662353516,13.387203216552734,0.0,0.00047898292541503906
107,2.6425679887934543,2.820091485977173,0.3675,13.293027877807617,15.274286270141602,2.639784548923545,2.8195269107818604,0.3675,11.665105819702148,13.770580291748047,0.0027834398699093654,0.0005645751953125
108,2.6507479542655936,2.817169427871704,0.365,13.298988342285156,15.161275863647461,2.6488956997991995,2.8165571689605713,0.365,11.654376983642578,13.49949836730957,0.0018522544663941432,0.0006122589111328125
109,2.7132369339750344,2.816652774810791,0.3725,13.364791870117188,15.308618545532227,2.7132369339750344,2.816063404083252,0.3725,11.619806289672852,13.405084609985352,0.0,0.0005893707275390625
110,2.7765311318430435,2.8184759616851807,0.3775,12.71963119506836,14.188766479492188,2.7765311318430435,2.817908763885498,0.3775,11.64698600769043,13.302326202392578,0.0,0.0005671977996826172
111,2.7753071884847147,2.820178985595703,0.37,13.259649276733398,15.027999877929688,2.7753071884847147,2.8196332454681396,0.37,11.715173721313477,13.578414916992188,0.0,0.0005457401275634766
112,2.7264265418756968,2.820030927658081,0.3875,13.45515251159668,15.44499397277832,2.7301789080745484,2.8196427822113037,0.385,11.633157730102539,13.447284698486328,0.0037523661988516643,0.00038814544677734375
113,2.7563692701515636,2.8209526538848877,0.37,13.316631317138672,15.330314636230469,2.7563692701515636,2.8205811977386475,0.37,11.651992797851562,13.490676879882812,0.0,0.0003714561462402344
114,2.722717886251286,2.820621967315674,0.38,13.367176055908203,15.627145767211914,2.722717886251286,2.8202667236328125,0.38,11.60287857055664,13.374090194702148,0.0,0.0003552436828613281
115,2.5987404284294757,2.8158717155456543,0.3175,12.765645980834961,14.289379119873047,2.5987404284294757,2.8155324459075928,0.3175,11.593103408813477,13.319015502929688,0.0,0.00033926963806152344
116,2.5840652766746732,2.8107306957244873,0.32,13.450145721435547,15.435457229614258,2.583198416006209,2.810375928878784,0.3225,11.665105819702148,13.492345809936523,0.0008668606684643088,0.000354766845703125
117,2.5907211015818383,2.805961847305298,0.325,13.306856155395508,15.291452407836914,2.5907211015818383,2.8056225776672363,0.325,11.588811874389648,13.373374938964844,0.0,0.00033926963806152344
118,2.563395654023024,2.8003687858581543,0.3225,13.69476318359375,16.283035278320312,2.563395654023024,2.800044536590576,0.3225,11.618614196777344,13.441801071166992,0.0,0.000324249267578125
119,2.61392891245618,2.79667329788208,0.3275,13.230562210083008,15.327692031860352,2.61392891245618,2.796363592147827,0.3275,11.750936508178711,13.550281524658203,0.0,0.0003097057342529297
120,2.510395319112761,2.7895195484161377,0.2975,12.837648391723633,14.234781265258789,2.5095550480497164,2.7891952991485596,0.295,11.516332626342773,13.244867324829102,0.0008402710630446286,0.000324249267578125
121,2.5230549583636352,2.782992124557495,0.3025,13.45682144165039,15.437602996826172,2.5354849764491276,2.7831058502197266,0.3025,11.5814208984375,13.34238052368164,0.012430018085492378,0.00011372566223144531
122,2.5333040034245697,2.776987314224243,0.275,13.467788696289062,15.51365852355957,2.5333040034245697,2.7771058082580566,0.275,11.809110641479492,13.653755187988281,0.0,0.00011849403381347656
123,2.554804930568241,2.771865129470825,0.2775,13.264179229736328,15.247821807861328,2.554804930568241,2.7719881534576416,0.2775,11.564493179321289,13.373136520385742,0.0,0.00012302398681640625
124,2.5230549583636352,2.765817880630493,0.2775,13.332843780517578,15.325546264648438,2.52695565903491,2.7660751342773438,0.2775,11.646747589111328,13.442754745483398,0.0039007006712745707,0.00025725364685058594
125,2.388493698053628,2.7554702758789062,0.2575,12.666463851928711,14.071226119995117,2.388493698053628,2.7557289600372314,0.2575,11.663675308227539,13.396024703979492,0.0,0.0002586841583251953
126,2.424414493557326,2.7465853691101074,0.2475,13.347148895263672,15.31839370727539,2.424414493557326,2.746845245361328,0.2475,11.655807495117188,13.460397720336914,0.0,0.0002598762512207031
127,2.4208167689105107,2.737820625305176,0.26,13.845682144165039,16.013145446777344,2.4208167689105107,2.738081693649292,0.26,11.848926544189453,13.890981674194336,0.0,0.00026106834411621094
128,2.5297033792621515,2.7328267097473145,0.2425,13.44156265258789,15.619993209838867,2.5297033792621515,2.733088970184326,0.2425,11.940956115722656,13.86880874633789,0.0,0.00026226043701171875
129,2.46699344498327,2.7259373664855957,0.25,13.292789459228516,15.441656112670898,2.46699344498327,2.726200580596924,0.25,11.835098266601562,13.590574264526367,0.0,0.000263214111328125
130,2.4069314176243504,2.717301607131958,0.22,12.718915939331055,14.158248901367188,2.4069314176243504,2.7175657749176025,0.22,11.576175689697266,13.319969177246094,0.0,0.00026416778564453125
131,2.4645796455653457,2.7107291221618652,0.245,13.30876350402832,15.278100967407227,2.4645796455653457,2.710994005203247,0.245,11.642217636108398,13.453960418701172,0.0,0.00026488304138183594
132,2.4065153921921234,2.7024877071380615,0.2525,13.440847396850586,15.5181884765625,2.4071550616549593,2.7027738094329834,0.25,11.60740852355957,13.385534286499023,0.0006396694628358901,0.000286102294921875
133,2.4848218839585763,2.6969239711761475,0.2475,13.357162475585938,15.422344207763672,2.4848218839585763,2.6972105503082275,0.2475,11.749744415283203,13.571023941040039,0.0,0.0002865791320800781
134,2.4744238056025782,2.691176652908325,0.25,13.350248336791992,15.502452850341797,2.4744238056025782,2.6914634704589844,0.25,11.623144149780273,13.426780700683594,0.0,0.0002868175506591797
135,2.558052286414582,2.68817400932312,0.345,12.862920761108398,14.285564422607422,2.558052286414582,2.6884610652923584,0.345,11.616945266723633,13.390779495239258,0.0,0.00028705596923828125
136,2.5860435506221577,2.6861093044281006,0.325,13.326883316040039,15.35344123840332,2.5860435506221577,2.686396598815918,0.325,11.613845825195312,13.368844985961914,0.0,0.0002872943878173828
137,2.575898633888531,2.683781385421753,0.33,13.215065002441406,15.14744758605957,2.575898633888531,2.6840689182281494,0.33,11.605501174926758,13.390779495239258,0.0,0.0002875328063964844
138,2.562871845543695,2.6811110973358154,0.3475,13.551950454711914,15.644550323486328,2.562871845543695,2.681398630142212,0.3475,11.64388656616211,13.434410095214844,0.0,0.0002875328063964844
139,2.582235043783089,2.6790919303894043,0.35,13.278484344482422,15.206336975097656,2.582235043783089,2.679379463195801,0.35,11.564493179321289,13.323307037353516,0.0,0.0002875328063964844
140,2.4310607279817953,2.6725590229034424,0.2275,13.076305389404297,14.560222625732422,2.4310607279817953,2.6728463172912598,0.2275,11.810064315795898,13.551473617553711,0.0,0.0002872943878173828
141,2.464265239887874,2.6671831607818604,0.23,13.425827026367188,15.334367752075195,2.464265239887874,2.6674704551696777,0.23,11.626958847045898,13.43393325805664,0.0,0.0002872943878173828
142,2.4745824044820193,2.662245988845825,0.23,13.408660888671875,15.579462051391602,2.4745824044820193,2.6625332832336426,0.23,11.873960494995117,13.72075080871582,0.0,0.0002872943878173828
143,2.435403610956503,2.656266927719116,0.2325,13.313770294189453,15.266180038452148,2.435403610956503,2.6565539836883545,0.2325,11.829614639282227,13.623476028442383,0.0,0.00028705596923828125
144,2.405594400241641,2.6495537757873535,0.2525,13.197898864746094,15.212774276733398,2.405594400241641,2.6498405933380127,0.2525,11.628150939941406,13.410091400146484,0.0,0.0002868175506591797
145,2.539825297610229,2.646939516067505,0.27,12.846231460571289,14.36305046081543,2.5448249659024276,2.6473729610443115,0.27,11.642694473266602,13.406991958618164,0.004999668292198667,0.0004334449768066406
146,2.5687002169434527,2.645228624343872,0.2725,14.161109924316406,17.138957977294922,2.5687002169434527,2.6456592082977295,0.2725,11.697053909301758,14.463663101196289,0.0,0.0004305839538574219
147,2.5990389270857936,2.644437074661255,0.2775,13.802051544189453,16.646385192871094,2.5990389270857936,2.644864320755005,0.2775,11.849403381347656,14.017581939697266,0.0,0.00042724609375
148,2.6469104498750156,2.645043134689331,0.285,13.588905334472656,15.851020812988281,2.6469104498750156,2.6454672813415527,0.285,11.637449264526367,13.509035110473633,0.0,0.0004241466522216797
